,t,mean,amp,var,both
1134,23.63680659670165,-10229569599434.633,,-10232753137147.67,
1135,23.65765034149592,-10272508243286.984,,-10296569126920.34,
1136,23.67849408629019,-10307517917667.158,,-10365426325351.373,
1137,23.69933783108446,-10326055329010.693,,-10426121020238.96,
1138,23.720181575878726,-10320415157758.773,,-10458110510752.059,
1139,23.741025320672996,-10300314716886.977,,-10462219854875.475,
1140,23.76186906546727,-10250229165089.762,,-10416861628693.176,
1141,23.782712810261536,-10176523966864.814,,-10325566383530.271,
1142,23.803556555055806,-10087520334835.877,,-10201362172001.893,
1143,23.824400299850076,-9997847559762.633,,-10072190142179.705,
1144,23.845244044644346,-9909792157723.396,,-9950881296940.588,
1145,23.866087789438613,-9837259980472.477,,-9859282757483.27,
1146,23.886931534232883,-9791585714019.459,,-9809007723113.398,
1147,23.907775279027156,-9787342784190.377,,-9823676022364.895,
1148,23.928619023821422,-9820788430605.191,,-9892582261839.797,
1149,23.949462768615692,-9875173680513.047,,-9996884519558.941,
1150,23.97030651340996,-9936593537962.848,,-10114129254335.363,
1151,23.991150258204232,-9984725243418.97,,-10214658804574.86,
1152,24.011994002998502,-10016216900858.816,,-10284034527463.943,
1153,24.03283774779277,-10020014480190.814,,-10307807621012.074,
1154,24.053681492587042,-9990699510746.8,,-10282361306174.604,
1155,24.07452523738131,-9931792481787.559,,-10222444413362.281,
1156,24.09536898217558,-9870148166165.805,,-10154740989381.916,
1157,24.11621272696985,-9826650825431.746,,-10101641495655.965,
1158,24.13705647176412,-9813641427571.098,,-10077390593896.922,
1159,24.15790021655839,-9825813612140.078,,-10064893535412.256,
1160,24.178743961352655,-9861214293511.6,,-10067541728080.916,
1161,24.19958770614693,-9924253711048.117,,-10084554300659.72,
1162,24.2204314509412,-10013313303100.018,,-10119545807936.764,
1163,24.241275195735465,-10101983599767.072,,-10152289584066.8,
1164,24.262118940529735,-10166864230429.406,,-10165836484973.127,
1165,24.282962685324005,-10186631193305.42,,-10149677974761.256,
1166,24.303806430118275,-10146707258999.154,,-10089661696169.38,
1167,24.32465017491254,-10058485403229.77,,-9996766936533.58,
1168,24.345493919706815,-9956137183737.92,,-9904374318455.389,
1169,24.366337664501085,-9865737071000.105,,-9833817494130.523,
1170,24.38718140929535,-9810569949743.441,,-9806176682650.666,
1171,24.40802515408962,-9797504211502.834,,-9828562494155.113,
1172,24.42886889888389,-9814533887716.326,,-9888435317306.334,
1173,24.44971264367816,-9858813004709.967,,-9977352342825.674,
1174,24.47055638847243,-9925649335953.723,,-10085555944879.262,
1175,24.4914001332667,-10027887537184.645,,-10226215796956.418,
1176,24.51224387806097,-10147824367494.848,,-10374421040226.701,
1177,24.533087622855238,-10279655341410.35,,-10515136392443.719,
1178,24.553931367649508,-10405064557992.85,,-10630730822012.824,
1179,24.57477511244378,-10510874549134.326,,-10711917706147.885,
1180,24.595618857238048,-10596137607835.97,,-10774616784391.676,
1181,24.616462602032318,-10636228281140.1,,-10792436095034.84,
1182,24.637306346826588,-10625451293575.14,,-10762213085245.809,
1183,24.658150091620858,-10566599368835.592,,-10686089733331.863,
1184,24.678993836415128,-10478321648132.506,,-10587826687858.244,
1185,24.699837581209394,-10373070353872.738,,-10479681910793.912,
1186,24.720681326003668,-10269213495902.984,,-10375484114823.248,
1187,24.741525070797934,-10176356657331.424,,-10278446176860.625,
1188,24.762368815592204,-10091541183724.217,,-10179097558737.89,
1189,24.783212560386474,-9998516655262.283,,-10063044324533.668,
1190,24.804056305180744,-9897564298399.188,,-9932196301625.848,
1191,24.824900049975014,-9791139460174.535,,-9796386351019.258,
1192,24.84574379476928,-9691917727640.814,,-9677355996733.63,
1193,24.866587539563554,-9613745521771.832,,-9591096464597.975,
1194,24.88743128435782,-9575944359857.277,,-9559201086100.521,
1195,24.90827502915209,-9572482778386.146,,-9565278809058.434,
1196,24.92911877394636,-9582924481259.63,,-9572164890932.111,
1197,24.94996251874063,-9573096674576.824,,-9533344055903.883,
1198,24.9708062635349,-9547021348297.072,,-9466782056536.09,
1199,24.991650008329167,-9523290685171.27,,-9408694997029.6,
1200,25.01249375312344,-9523961064375.814,,-9401362044979.98,
1201,25.03333749791771,-9545401312764.135,,-9444970044525.42,
1202,25.054181242711977,-9586050492771.516,,-9525387149646.47,
1203,25.075024987506247,-9631836584181.186,,-9618348000437.059,
1204,25.095868732300517,-9694151516730.553,,-9721945544265.129,
1205,25.116712477094786,-9771540710179.76,,-9832086063468.29,
1206,25.137556221889056,-9877462573822.54,,-9959084512991.54,
1207,25.158399966683326,-9993155808678.92,,-10087277196718.754,
1208,25.179243711477596,-10105164430230.93,,-10199896094641.676,
1209,25.200087456271863,-10184006634947.42,,-10279308869999.434,
1210,25.220931201066133,-10229177879273.932,,-10324685826780.396,
1211,25.241774945860403,-10247548884431.967,,-10344666198628.014,
1212,25.262618690654673,-10248386715803.732,,-10342949025787.19,
1213,25.283462435448943,-10221640487328.582,,-10314207405576.873,
